00:57:09.921 WARN  ~~ LOOPS: 15. ENTITY #: 1361//903. VIEW #: 2. BACKLOGGED :: 107.200%! ~~ 
22:54:07.272 ERROR Cannot read property 'PARENT' of undefined
TypeError: Cannot read property 'PARENT' of undefined
    at setNatural (/home/ubuntu/workspace/arras.io/src/server/server.js:1159:25)
    at Array.forEach (<anonymous>)
    at new Gun (/home/ubuntu/workspace/arras.io/src/server/server.js:1158:30)
    at set.GUNS.forEach (/home/ubuntu/workspace/arras.io/src/server/server.js:1891:30)
    at Array.forEach (<anonymous>)
    at Entity.define (/home/ubuntu/workspace/arras.io/src/server/server.js:1890:22)
    at exportDefintionsToClient (/home/ubuntu/workspace/arras.io/src/server/server.js:2763:26)
    at Object.<anonymous> (/home/ubuntu/workspace/arras.io/src/server/server.js:2793:7)
    at Module._compile (module.js:624:30)
    at Object.Module._extensions..js (module.js:635:10) 
22:54:07.272 ERROR mg_master 
22:54:07.273 ERROR {"PARENT":[{"LABEL":"Unknown Class","TYPE":"tank","DAMAGE_CLASS":2,"DANGER":5,"MOTION_TYPE":"motor","FACING_TYPE":"toTarget","SIZE":12,"MAX_CHILDREN":0,"DAMAGE_EFFECTS":false,"BODY":{"ACCELERATION":1.6,"SPEED":5.25,"HEALTH":20,"DAMAGE":3,"PENETRATION":1.05,"SHIELD":8,"REGEN":0.025,"FOV":1,"DENSITY":0.5,"PUSHABILITY":0.9,"HETERO":3},"GUNS":[],"TURRETS":[],"GIVE_KILL_MESSAGE":true,"DRAW_HEALTH":true,"index":30,"mockup":{"body":{"type":7,"id":30,"index":30,"x":0,"y":0,"vx":0,"vy":0,"size":12,"rsize":12,"status":1,"health":1,"shield":1,"facing":0,"vfacing":0,"twiggle":false,"layer":5,"color":16,"name":"Unknown Class","score":0,"guns":[],"turrets":[],"position":{"middle":{"x":0,"y":0},"axis":2,"points":[{"x":1,"y":0},{"x":-1,"y":0},{"x":0,"y":1}]}},"position":{"middle":{"x":0,"y":0},"axis":2,"points":[{"x":1,"y":0},{"x":-1,"y":0},{"x":0,"y":1}]}}}],"LABEL":"[MG] Master","MAX_CHILDREN":2,"BODY":{"ACCELERATION":1.2000000000000002,"SPEED":4.2,"FOV":1.1},"DANGER":7,"GUNS":[{"POSITION":[5,8.5,1,0,0,0,0],"PROPERTIES":{"SHOOT_SETTINGS":{"reload":31.5,"recoil":2.0999999999999996,"shudder":0.010000000000000002,"size":1.25,"health":1,"damage":0.5625,"pen":0.85,"speed":4.5,"maxSpeed":1,"range":1,"density":1,"spray":15,"resist":1},"TYPE":[null,{"BODY":{"HEALTH":10,"SHIELD":4,"SPEED":1.3125,"ACCEL":0.8,"DENSITY":0.25},"HITS_OWN_TYPE":"hard","CONTROLLERS":["nearestDifferentMaster","canRepel","minion","mapAltToFire","hangOutNearMaster"],"AI":{"BLIND":true},"CAN_BE_ON_LEADERBOARD":false,"GIVE_KILL_MESSAGE":false,"ACCEPTS_SCORE":false}],"MAX_CHILDREN":4}},{"POSITION":[18.75,14,1,0,0,0,0]},{"POSITION":[13,8,1,0,-1,135,0.6]},{"POSITION":[13,8,1,0,1,225,0.6]},{"POSITION":[16,8,1,0,0,145,0.1]},{"POSITION":[16,8,1,0,0,215,0.1]}],"index":154} 
22:54:31.864 ERROR Cannot read property 'PARENT' of undefined
TypeError: Cannot read property 'PARENT' of undefined
    at setNatural (/home/ubuntu/workspace/arras.io/src/server/server.js:1159:25)
    at Array.forEach (<anonymous>)
    at new Gun (/home/ubuntu/workspace/arras.io/src/server/server.js:1158:30)
    at set.GUNS.forEach (/home/ubuntu/workspace/arras.io/src/server/server.js:1891:30)
    at Array.forEach (<anonymous>)
    at Entity.define (/home/ubuntu/workspace/arras.io/src/server/server.js:1890:22)
    at exportDefintionsToClient (/home/ubuntu/workspace/arras.io/src/server/server.js:2763:26)
    at Object.<anonymous> (/home/ubuntu/workspace/arras.io/src/server/server.js:2793:7)
    at Module._compile (module.js:624:30)
    at Object.Module._extensions..js (module.js:635:10) 
22:54:31.865 ERROR mg_master 
22:54:31.866 ERROR {"PARENT":[{"LABEL":"Unknown Class","TYPE":"tank","DAMAGE_CLASS":2,"DANGER":5,"MOTION_TYPE":"motor","FACING_TYPE":"toTarget","SIZE":12,"MAX_CHILDREN":0,"DAMAGE_EFFECTS":false,"BODY":{"ACCELERATION":1.6,"SPEED":5.25,"HEALTH":20,"DAMAGE":3,"PENETRATION":1.05,"SHIELD":8,"REGEN":0.025,"FOV":1,"DENSITY":0.5,"PUSHABILITY":0.9,"HETERO":3},"GUNS":[],"TURRETS":[],"GIVE_KILL_MESSAGE":true,"DRAW_HEALTH":true,"index":30,"mockup":{"body":{"type":7,"id":30,"index":30,"x":0,"y":0,"vx":0,"vy":0,"size":12,"rsize":12,"status":1,"health":1,"shield":1,"facing":0,"vfacing":0,"twiggle":false,"layer":5,"color":16,"name":"Unknown Class","score":0,"guns":[],"turrets":[],"position":{"middle":{"x":0,"y":0},"axis":2,"points":[{"x":1,"y":0},{"x":-1,"y":0},{"x":0,"y":1}]}},"position":{"middle":{"x":0,"y":0},"axis":2,"points":[{"x":1,"y":0},{"x":-1,"y":0},{"x":0,"y":1}]}}}],"LABEL":"[MG] Master","MAX_CHILDREN":2,"BODY":{"ACCELERATION":1.2000000000000002,"SPEED":4.2,"FOV":1.1},"DANGER":7,"GUNS":[{"POSITION":[5,8.5,1,0,0,0,0],"PROPERTIES":{"SHOOT_SETTINGS":{"reload":31.5,"recoil":2.0999999999999996,"shudder":0.010000000000000002,"size":1.25,"health":1,"damage":0.5625,"pen":0.85,"speed":4.5,"maxSpeed":1,"range":1,"density":1,"spray":15,"resist":1},"TYPE":[null,{"BODY":{"HEALTH":10,"SHIELD":4,"SPEED":1.3125,"ACCEL":0.8,"DENSITY":0.25},"HITS_OWN_TYPE":"hard","CONTROLLERS":["nearestDifferentMaster","canRepel","mapTargetToGoal","hangOutNearMaster"],"AI":{"BLIND":true},"CAN_BE_ON_LEADERBOARD":false,"GIVE_KILL_MESSAGE":false,"ACCEPTS_SCORE":false}],"MAX_CHILDREN":4}},{"POSITION":[18.75,14,1,0,0,0,0]},{"POSITION":[13,8,1,0,-1,135,0.6]},{"POSITION":[13,8,1,0,1,225,0.6]},{"POSITION":[16,8,1,0,0,145,0.1]},{"POSITION":[16,8,1,0,0,215,0.1]}],"index":154} 
22:56:24.886 WARN  ~~ LOOPS: 14. ENTITY #: 644//230. VIEW #: 1. BACKLOGGED :: 123.429%! ~~ 
22:56:24.886 WARN  Total activation time: 107 
22:56:24.887 WARN  Total collision time: 287 
22:56:24.887 WARN  Total cycle time: 182 
22:56:24.887 WARN  Total player update time: 40 
22:56:24.887 WARN  Total lb+minimap processing time: 15 
22:56:24.887 WARN  Total entity physics calculation time: 8 
22:56:24.887 WARN  Total entity life+thought cycle time: 128 
22:56:24.887 WARN  Total entity selfie-taking time: 10 
22:56:24.888 WARN  Total time: 777 
22:56:25.904 WARN  ~~ LOOPS: 12. ENTITY #: 648//234. VIEW #: 1. BACKLOGGED :: 152.500%! ~~ 
22:56:25.904 WARN  Total activation time: 34 
22:56:25.904 WARN  Total collision time: 495 
22:56:25.904 WARN  Total cycle time: 81 
22:56:25.904 WARN  Total player update time: 23 
22:56:25.904 WARN  Total lb+minimap processing time: 10 
22:56:25.904 WARN  Total entity physics calculation time: 2 
22:56:25.904 WARN  Total entity life+thought cycle time: 43 
22:56:25.904 WARN  Total entity selfie-taking time: 7 
22:56:25.904 WARN  Total time: 695 
22:56:26.914 WARN  ~~ LOOPS: 14. ENTITY #: 653//235. VIEW #: 1. BACKLOGGED :: 112.714%! ~~ 
22:56:26.914 WARN  Total activation time: 27 
22:56:26.914 WARN  Total collision time: 339 
22:56:26.914 WARN  Total cycle time: 160 
22:56:26.914 WARN  Total player update time: 28 
22:56:26.914 WARN  Total lb+minimap processing time: 10 
22:56:26.914 WARN  Total entity physics calculation time: 74 
22:56:26.914 WARN  Total entity life+thought cycle time: 52 
22:56:26.914 WARN  Total entity selfie-taking time: 16 
22:56:26.914 WARN  Total time: 706 
22:56:27.950 WARN  ~~ LOOPS: 15. ENTITY #: 651//233. VIEW #: 1. BACKLOGGED :: 108.600%! ~~ 
22:56:27.950 WARN  Total activation time: 29 
22:56:27.950 WARN  Total collision time: 295 
22:56:27.950 WARN  Total cycle time: 219 
22:56:27.950 WARN  Total player update time: 36 
22:56:27.951 WARN  Total lb+minimap processing time: 10 
22:56:27.951 WARN  Total entity physics calculation time: 11 
22:56:27.951 WARN  Total entity life+thought cycle time: 79 
22:56:27.951 WARN  Total entity selfie-taking time: 97 
22:56:27.951 WARN  Total time: 776 
22:56:29.037 WARN  ~~ LOOPS: 15. ENTITY #: 655//234. VIEW #: 1. BACKLOGGED :: 104.000%! ~~ 
22:56:29.037 WARN  Total activation time: 25 
22:56:29.037 WARN  Total collision time: 252 
22:56:29.037 WARN  Total cycle time: 243 
22:56:29.037 WARN  Total player update time: 21 
22:56:29.037 WARN  Total lb+minimap processing time: 19 
22:56:29.037 WARN  Total entity physics calculation time: 6 
22:56:29.037 WARN  Total entity life+thought cycle time: 173 
22:56:29.037 WARN  Total entity selfie-taking time: 31 
22:56:29.038 WARN  Total time: 770 
22:56:30.060 WARN  ~~ LOOPS: 13. ENTITY #: 657//232. VIEW #: 1. BACKLOGGED :: 126.231%! ~~ 
22:56:30.060 WARN  Total activation time: 79 
22:56:30.060 WARN  Total collision time: 326 
22:56:30.060 WARN  Total cycle time: 142 
22:56:30.060 WARN  Total player update time: 25 
22:56:30.060 WARN  Total lb+minimap processing time: 17 
22:56:30.060 WARN  Total entity physics calculation time: 9 
22:56:30.060 WARN  Total entity life+thought cycle time: 92 
22:56:30.060 WARN  Total entity selfie-taking time: 4 
22:56:30.060 WARN  Total time: 694 
22:56:31.061 WARN  ~~ LOOPS: 11. ENTITY #: 657//240. VIEW #: 1. BACKLOGGED :: 153.000%! ~~ 
22:56:31.061 WARN  Total activation time: 25 
22:56:31.061 WARN  Total collision time: 265 
22:56:31.061 WARN  Total cycle time: 271 
22:56:31.061 WARN  Total player update time: 28 
22:56:31.062 WARN  Total lb+minimap processing time: 10 
22:56:31.062 WARN  Total entity physics calculation time: 6 
22:56:31.062 WARN  Total entity life+thought cycle time: 168 
22:56:31.062 WARN  Total entity selfie-taking time: 73 
22:56:31.062 WARN  Total time: 846 
22:56:35.258 WARN  ~~ LOOPS: 13. ENTITY #: 669//238. VIEW #: 1. BACKLOGGED :: 133.154%! ~~ 
22:56:35.258 WARN  Total activation time: 26 
22:56:35.258 WARN  Total collision time: 393 
22:56:35.258 WARN  Total cycle time: 158 
22:56:35.258 WARN  Total player update time: 31 
22:56:35.258 WARN  Total lb+minimap processing time: 12 
22:56:35.258 WARN  Total entity physics calculation time: 77 
22:56:35.258 WARN  Total entity life+thought cycle time: 43 
22:56:35.259 WARN  Total entity selfie-taking time: 6 
22:56:35.259 WARN  Total time: 746 
22:56:43.453 WARN  ~~ LOOPS: 14. ENTITY #: 671//235. VIEW #: 1. BACKLOGGED :: 107.786%! ~~ 
22:56:43.454 WARN  Total activation time: 27 
22:56:43.454 WARN  Total collision time: 332 
22:56:43.454 WARN  Total cycle time: 144 
22:56:43.454 WARN  Total player update time: 31 
22:56:43.454 WARN  Total lb+minimap processing time: 18 
22:56:43.454 WARN  Total entity physics calculation time: 12 
22:56:43.454 WARN  Total entity life+thought cycle time: 37 
22:56:43.454 WARN  Total entity selfie-taking time: 5 
22:56:43.454 WARN  Total time: 606 
22:56:44.464 WARN  ~~ LOOPS: 14. ENTITY #: 672//238. VIEW #: 1. BACKLOGGED :: 101.357%! ~~ 
22:56:44.464 WARN  Total activation time: 31 
22:56:44.464 WARN  Total collision time: 350 
22:56:44.464 WARN  Total cycle time: 92 
22:56:44.464 WARN  Total player update time: 146 
22:56:44.464 WARN  Total lb+minimap processing time: 14 
22:56:44.464 WARN  Total entity physics calculation time: 6 
22:56:44.464 WARN  Total entity life+thought cycle time: 52 
22:56:44.464 WARN  Total entity selfie-taking time: 7 
22:56:44.464 WARN  Total time: 698 
22:56:45.465 WARN  ~~ LOOPS: 14. ENTITY #: 672//237. VIEW #: 1. BACKLOGGED :: 107.786%! ~~ 
22:56:45.465 WARN  Total activation time: 27 
22:56:45.465 WARN  Total collision time: 315 
22:56:45.465 WARN  Total cycle time: 161 
22:56:45.465 WARN  Total player update time: 28 
22:56:45.466 WARN  Total lb+minimap processing time: 13 
22:56:45.466 WARN  Total entity physics calculation time: 46 
22:56:45.466 WARN  Total entity life+thought cycle time: 76 
22:56:45.466 WARN  Total entity selfie-taking time: 7 
22:56:45.466 WARN  Total time: 673 
22:56:47.504 WARN  ~~ LOOPS: 14. ENTITY #: 672//234. VIEW #: 1. BACKLOGGED :: 113.357%! ~~ 
22:56:47.504 WARN  Total activation time: 26 
22:56:47.504 WARN  Total collision time: 419 
22:56:47.504 WARN  Total cycle time: 83 
22:56:47.504 WARN  Total player update time: 84 
22:56:47.504 WARN  Total lb+minimap processing time: 13 
22:56:47.504 WARN  Total entity physics calculation time: 9 
22:56:47.504 WARN  Total entity life+thought cycle time: 42 
22:56:47.504 WARN  Total entity selfie-taking time: 8 
22:56:47.504 WARN  Total time: 684 
22:56:48.508 WARN  ~~ LOOPS: 13. ENTITY #: 671//237. VIEW #: 1. BACKLOGGED :: 126.923%! ~~ 
22:56:48.508 WARN  Total activation time: 26 
22:56:48.508 WARN  Total collision time: 387 
22:56:48.508 WARN  Total cycle time: 137 
22:56:48.508 WARN  Total player update time: 64 
22:56:48.508 WARN  Total lb+minimap processing time: 12 
22:56:48.508 WARN  Total entity physics calculation time: 5 
22:56:48.508 WARN  Total entity life+thought cycle time: 38 
22:56:48.509 WARN  Total entity selfie-taking time: 8 
22:56:48.509 WARN  Total time: 677 
22:56:50.536 WARN  ~~ LOOPS: 13. ENTITY #: 675//238. VIEW #: 1. BACKLOGGED :: 120.462%! ~~ 
22:56:50.536 WARN  Total activation time: 22 
22:56:50.536 WARN  Total collision time: 298 
22:56:50.536 WARN  Total cycle time: 202 
22:56:50.536 WARN  Total player update time: 95 
22:56:50.536 WARN  Total lb+minimap processing time: 14 
22:56:50.536 WARN  Total entity physics calculation time: 6 
22:56:50.536 WARN  Total entity life+thought cycle time: 33 
22:56:50.536 WARN  Total entity selfie-taking time: 7 
22:56:50.536 WARN  Total time: 677 
22:56:51.664 WARN  ~~ LOOPS: 10. ENTITY #: 675//236. VIEW #: 1. BACKLOGGED :: 190.200%! ~~ 
22:56:51.664 WARN  Total activation time: 304 
22:56:51.664 WARN  Total collision time: 207 
22:56:51.664 WARN  Total cycle time: 123 
22:56:51.664 WARN  Total player update time: 31 
22:56:51.664 WARN  Total lb+minimap processing time: 11 
22:56:51.664 WARN  Total entity physics calculation time: 8 
22:56:51.664 WARN  Total entity life+thought cycle time: 88 
22:56:51.664 WARN  Total entity selfie-taking time: 6 
22:56:51.664 WARN  Total time: 778 
22:56:52.678 WARN  ~~ LOOPS: 11. ENTITY #: 675//242. VIEW #: 1. BACKLOGGED :: 148.091%! ~~ 
22:56:52.679 WARN  Total activation time: 47 
22:56:52.679 WARN  Total collision time: 443 
22:56:52.679 WARN  Total cycle time: 52 
22:56:52.679 WARN  Total player update time: 30 
22:56:52.679 WARN  Total lb+minimap processing time: 13 
22:56:52.679 WARN  Total entity physics calculation time: 6 
22:56:52.679 WARN  Total entity life+thought cycle time: 25 
22:56:52.679 WARN  Total entity selfie-taking time: 3 
22:56:52.679 WARN  Total time: 619 
22:56:53.722 WARN  ~~ LOOPS: 14. ENTITY #: 677//240. VIEW #: 1. BACKLOGGED :: 123.429%! ~~ 
22:56:53.722 WARN  Total activation time: 32 
22:56:53.722 WARN  Total collision time: 355 
22:56:53.722 WARN  Total cycle time: 189 
22:56:53.722 WARN  Total player update time: 29 
22:56:53.722 WARN  Total lb+minimap processing time: 15 
22:56:53.722 WARN  Total entity physics calculation time: 10 
22:56:53.722 WARN  Total entity life+thought cycle time: 53 
22:56:53.722 WARN  Total entity selfie-taking time: 37 
22:56:53.722 WARN  Total time: 720 
22:57:54.514 WARN  ~~ LOOPS: 14. ENTITY #: 598//227. VIEW #: 1. BACKLOGGED :: 111.857%! ~~ 
22:57:54.514 WARN  Total activation time: 21 
22:57:54.515 WARN  Total collision time: 362 
22:57:54.515 WARN  Total cycle time: 139 
22:57:54.515 WARN  Total player update time: 25 
22:57:54.515 WARN  Total lb+minimap processing time: 9 
22:57:54.515 WARN  Total entity physics calculation time: 9 
22:57:54.515 WARN  Total entity life+thought cycle time: 98 
22:57:54.515 WARN  Total entity selfie-taking time: 9 
22:57:54.515 WARN  Total time: 672 
22:58:03.859 WARN  ~~ LOOPS: 13. ENTITY #: 622//235. VIEW #: 1. BACKLOGGED :: 131.077%! ~~ 
22:58:03.859 WARN  Total activation time: 24 
22:58:03.859 WARN  Total collision time: 474 
22:58:03.859 WARN  Total cycle time: 70 
22:58:03.859 WARN  Total player update time: 29 
22:58:03.859 WARN  Total lb+minimap processing time: 168 
22:58:03.860 WARN  Total entity physics calculation time: 6 
22:58:03.860 WARN  Total entity life+thought cycle time: 33 
22:58:03.860 WARN  Total entity selfie-taking time: 4 
22:58:03.860 WARN  Total time: 808 
22:58:04.861 WARN  ~~ LOOPS: 14. ENTITY #: 622//231. VIEW #: 1. BACKLOGGED :: 106.714%! ~~ 
22:58:04.861 WARN  Total activation time: 23 
22:58:04.861 WARN  Total collision time: 291 
22:58:04.861 WARN  Total cycle time: 184 
22:58:04.861 WARN  Total player update time: 22 
22:58:04.861 WARN  Total lb+minimap processing time: 8 
22:58:04.861 WARN  Total entity physics calculation time: 6 
22:58:04.861 WARN  Total entity life+thought cycle time: 145 
22:58:04.861 WARN  Total entity selfie-taking time: 6 
22:58:04.861 WARN  Total time: 685 
22:59:31.249 WARN  ~~ LOOPS: 15. ENTITY #: 652//242. VIEW #: 1. BACKLOGGED :: 104.200%! ~~ 
22:59:31.249 WARN  Total activation time: 232 
22:59:31.249 WARN  Total collision time: 21 
22:59:31.249 WARN  Total cycle time: 268 
22:59:31.249 WARN  Total player update time: 50 
22:59:31.249 WARN  Total lb+minimap processing time: 8 
22:59:31.250 WARN  Total entity physics calculation time: 8 
22:59:31.250 WARN  Total entity life+thought cycle time: 110 
22:59:31.250 WARN  Total entity selfie-taking time: 13 
22:59:31.250 WARN  Total time: 710 
22:59:32.269 WARN  ~~ LOOPS: 11. ENTITY #: 655//234. VIEW #: 1. BACKLOGGED :: 137.182%! ~~ 
22:59:32.269 WARN  Total activation time: 98 
22:59:32.270 WARN  Total collision time: 108 
22:59:32.270 WARN  Total cycle time: 297 
22:59:32.270 WARN  Total player update time: 35 
22:59:32.270 WARN  Total lb+minimap processing time: 19 
22:59:32.270 WARN  Total entity physics calculation time: 3 
22:59:32.270 WARN  Total entity life+thought cycle time: 255 
22:59:32.270 WARN  Total entity selfie-taking time: 6 
22:59:32.270 WARN  Total time: 821 
23:00:29.267 WARN  ~~ LOOPS: 14. ENTITY #: 768//403. VIEW #: 2. BACKLOGGED :: 102.000%! ~~ 
23:00:29.267 WARN  Total activation time: 43 
23:00:29.267 WARN  Total collision time: 44 
23:00:29.268 WARN  Total cycle time: 389 
23:00:29.268 WARN  Total player update time: 52 
23:00:29.268 WARN  Total lb+minimap processing time: 10 
23:00:29.268 WARN  Total entity physics calculation time: 8 
23:00:29.268 WARN  Total entity life+thought cycle time: 183 
23:00:29.268 WARN  Total entity selfie-taking time: 56 
23:00:29.268 WARN  Total time: 785 
23:00:30.269 WARN  ~~ LOOPS: 9. ENTITY #: 759//414. VIEW #: 2. BACKLOGGED :: 214.000%! ~~ 
23:00:30.269 WARN  Total activation time: 177 
23:00:30.269 WARN  Total collision time: 114 
23:00:30.269 WARN  Total cycle time: 351 
23:00:30.270 WARN  Total player update time: 123 
23:00:30.270 WARN  Total lb+minimap processing time: 12 
23:00:30.270 WARN  Total entity physics calculation time: 9 
23:00:30.270 WARN  Total entity life+thought cycle time: 80 
23:00:30.270 WARN  Total entity selfie-taking time: 8 
23:00:30.270 WARN  Total time: 874 
23:00:31.290 WARN  ~~ LOOPS: 14. ENTITY #: 723//407. VIEW #: 2. BACKLOGGED :: 118.071%! ~~ 
23:00:31.290 WARN  Total activation time: 60 
23:00:31.290 WARN  Total collision time: 33 
23:00:31.291 WARN  Total cycle time: 458 
23:00:31.291 WARN  Total player update time: 53 
23:00:31.291 WARN  Total lb+minimap processing time: 18 
23:00:31.291 WARN  Total entity physics calculation time: 8 
23:00:31.291 WARN  Total entity life+thought cycle time: 131 
23:00:31.291 WARN  Total entity selfie-taking time: 12 
23:00:31.291 WARN  Total time: 773 
23:00:47.641 WARN  ~~ LOOPS: 12. ENTITY #: 955//532. VIEW #: 2. BACKLOGGED :: 162.000%! ~~ 
23:00:47.641 WARN  Total activation time: 178 
23:00:47.641 WARN  Total collision time: 86 
23:00:47.641 WARN  Total cycle time: 383 
23:00:47.641 WARN  Total player update time: 72 
23:00:47.641 WARN  Total lb+minimap processing time: 120 
23:00:47.642 WARN  Total entity physics calculation time: 89 
23:00:47.642 WARN  Total entity life+thought cycle time: 80 
23:00:47.642 WARN  Total entity selfie-taking time: 19 
23:00:47.642 WARN  Total time: 1027 
23:00:49.712 WARN  ~~ LOOPS: 13. ENTITY #: 975//555. VIEW #: 2. BACKLOGGED :: 125.308%! ~~ 
23:00:49.712 WARN  Total activation time: 53 
23:00:49.712 WARN  Total collision time: 33 
23:00:49.712 WARN  Total cycle time: 457 
23:00:49.712 WARN  Total player update time: 150 
23:00:49.713 WARN  Total lb+minimap processing time: 18 
23:00:49.713 WARN  Total entity physics calculation time: 11 
23:00:49.713 WARN  Total entity life+thought cycle time: 271 
23:00:49.713 WARN  Total entity selfie-taking time: 26 
23:00:49.713 WARN  Total time: 1019 
23:00:50.835 WARN  ~~ LOOPS: 14. ENTITY #: 951//564. VIEW #: 2. BACKLOGGED :: 124.286%! ~~ 
23:00:50.835 WARN  Total activation time: 95 
23:00:50.835 WARN  Total collision time: 34 
23:00:50.835 WARN  Total cycle time: 451 
23:00:50.835 WARN  Total player update time: 151 
23:00:50.835 WARN  Total lb+minimap processing time: 24 
23:00:50.836 WARN  Total entity physics calculation time: 85 
23:00:50.836 WARN  Total entity life+thought cycle time: 269 
23:00:50.836 WARN  Total entity selfie-taking time: 21 
23:00:50.836 WARN  Total time: 1130 
23:00:53.035 WARN  ~~ LOOPS: 10. ENTITY #: 1003//589. VIEW #: 2. BACKLOGGED :: 153.000%! ~~ 
23:00:53.035 WARN  Total activation time: 114 
23:00:53.035 WARN  Total collision time: 25 
23:00:53.035 WARN  Total cycle time: 371 
23:00:53.035 WARN  Total player update time: 70 
23:00:53.035 WARN  Total lb+minimap processing time: 28 
23:00:53.035 WARN  Total entity physics calculation time: 5 
23:00:53.035 WARN  Total entity life+thought cycle time: 50 
23:00:53.035 WARN  Total entity selfie-taking time: 142 
23:00:53.036 WARN  Total time: 805 
23:00:54.054 WARN  ~~ LOOPS: 10. ENTITY #: 1001//598. VIEW #: 2. BACKLOGGED :: 148.800%! ~~ 
23:00:54.054 WARN  Total activation time: 53 
23:00:54.054 WARN  Total collision time: 37 
23:00:54.054 WARN  Total cycle time: 406 
23:00:54.054 WARN  Total player update time: 173 
23:00:54.054 WARN  Total lb+minimap processing time: 37 
23:00:54.054 WARN  Total entity physics calculation time: 96 
23:00:54.054 WARN  Total entity life+thought cycle time: 49 
23:00:54.054 WARN  Total entity selfie-taking time: 111 
23:00:54.054 WARN  Total time: 962 
23:00:58.116 WARN  ~~ LOOPS: 14. ENTITY #: 1088//620. VIEW #: 2. BACKLOGGED :: 108.214%! ~~ 
23:00:58.116 WARN  Total activation time: 147 
23:00:58.116 WARN  Total collision time: 41 
23:00:58.116 WARN  Total cycle time: 317 
23:00:58.116 WARN  Total player update time: 79 
23:00:58.117 WARN  Total lb+minimap processing time: 27 
23:00:58.117 WARN  Total entity physics calculation time: 14 
23:00:58.117 WARN  Total entity life+thought cycle time: 109 
23:00:58.117 WARN  Total entity selfie-taking time: 55 
23:00:58.117 WARN  Total time: 789 
23:01:02.323 WARN  ~~ LOOPS: 14. ENTITY #: 1045//591. VIEW #: 2. BACKLOGGED :: 109.500%! ~~ 
23:01:02.323 WARN  Total activation time: 49 
23:01:02.323 WARN  Total collision time: 181 
23:01:02.323 WARN  Total cycle time: 281 
23:01:02.323 WARN  Total player update time: 80 
23:01:02.323 WARN  Total lb+minimap processing time: 23 
23:01:02.323 WARN  Total entity physics calculation time: 9 
23:01:02.323 WARN  Total entity life+thought cycle time: 59 
23:01:02.323 WARN  Total entity selfie-taking time: 100 
23:01:02.323 WARN  Total time: 782 
23:01:03.438 WARN  ~~ LOOPS: 15. ENTITY #: 1046//572. VIEW #: 2. BACKLOGGED :: 107.000%! ~~ 
23:01:03.438 WARN  Total activation time: 196 
23:01:03.438 WARN  Total collision time: 46 
23:01:03.438 WARN  Total cycle time: 293 
23:01:03.438 WARN  Total player update time: 73 
23:01:03.438 WARN  Total lb+minimap processing time: 91 
23:01:03.438 WARN  Total entity physics calculation time: 7 
23:01:03.438 WARN  Total entity life+thought cycle time: 119 
23:01:03.439 WARN  Total entity selfie-taking time: 15 
23:01:03.439 WARN  Total time: 840 
23:01:07.673 WARN  ~~ LOOPS: 11. ENTITY #: 959//504. VIEW #: 2. BACKLOGGED :: 166.364%! ~~ 
23:01:07.674 WARN  Total activation time: 48 
23:01:07.674 WARN  Total collision time: 35 
23:01:07.674 WARN  Total cycle time: 527 
23:01:07.674 WARN  Total player update time: 149 
23:01:07.674 WARN  Total lb+minimap processing time: 120 
23:01:07.674 WARN  Total entity physics calculation time: 13 
23:01:07.674 WARN  Total entity life+thought cycle time: 119 
23:01:07.674 WARN  Total entity selfie-taking time: 93 
23:01:07.674 WARN  Total time: 1104 
23:01:08.842 WARN  ~~ LOOPS: 13. ENTITY #: 952//489. VIEW #: 2. BACKLOGGED :: 141.692%! ~~ 
23:01:08.842 WARN  Total activation time: 151 
23:01:08.842 WARN  Total collision time: 37 
23:01:08.842 WARN  Total cycle time: 426 
23:01:08.842 WARN  Total player update time: 209 
23:01:08.842 WARN  Total lb+minimap processing time: 30 
23:01:08.843 WARN  Total entity physics calculation time: 11 
23:01:08.843 WARN  Total entity life+thought cycle time: 46 
23:01:08.843 WARN  Total entity selfie-taking time: 21 
23:01:08.843 WARN  Total time: 931 
23:01:09.888 WARN  ~~ LOOPS: 11. ENTITY #: 966//501. VIEW #: 2. BACKLOGGED :: 125.455%! ~~ 
23:01:09.888 WARN  Total activation time: 95 
23:01:09.888 WARN  Total collision time: 51 
23:01:09.889 WARN  Total cycle time: 314 
23:01:09.889 WARN  Total player update time: 83 
23:01:09.889 WARN  Total lb+minimap processing time: 129 
23:01:09.889 WARN  Total entity physics calculation time: 11 
23:01:09.889 WARN  Total entity life+thought cycle time: 159 
23:01:09.889 WARN  Total entity selfie-taking time: 69 
23:01:09.889 WARN  Total time: 911 
23:01:10.912 WARN  ~~ LOOPS: 13. ENTITY #: 981//497. VIEW #: 2. BACKLOGGED :: 125.308%! ~~ 
23:01:10.912 WARN  Total activation time: 176 
23:01:10.912 WARN  Total collision time: 44 
23:01:10.913 WARN  Total cycle time: 322 
23:01:10.913 WARN  Total player update time: 136 
23:01:10.913 WARN  Total lb+minimap processing time: 32 
23:01:10.913 WARN  Total entity physics calculation time: 20 
23:01:10.913 WARN  Total entity life+thought cycle time: 224 
23:01:10.913 WARN  Total entity selfie-taking time: 19 
23:01:10.913 WARN  Total time: 973 
23:01:12.043 WARN  ~~ LOOPS: 11. ENTITY #: 965//497. VIEW #: 2. BACKLOGGED :: 144.000%! ~~ 
23:01:12.043 WARN  Total activation time: 250 
